10000 10000
6412 7468 -0.848900
6411 2697 -0.713700
6411 954 0.783100
6411 21 1.617400
6410 2411 0.457800
6407 5642 2.208400
6406 8845 0.266300
6402 8472 0.139000
6398 1544 -1.611700
6397 4252 -0.507800
6397 1407 1.371700
6396 4431 0.581600
6395 2472 -2.206700
6393 6473 -0.562300
6393 4129 -0.279600
6392 8328 0.495700
6391 2805 1.090900
6390 2425 -1.995400
6389 7623 -0.549100
6388 4651 0.474600
6388 1048 1.163500
6386 3630 -0.100000
6382 7223 -2.063400
6380 4049 -0.359400
6379 5900 -1.167300
6379 3572 -0.285600
6379 632 0.794800
6378 2654 3.736800
6377 2185 2.197000
6376 6869 -0.468800
6376 2377 -0.830800
6375 8470 -0.128300
6375 7044 0.581800
6375 6074 0.994700
6373 9253 0.370600
6373 9125 -1.387800
6372 9248 1.808200
6371 6177 -1.171200
6369 8287 1.137700
6369 7214 -0.602400
6368 5563 -1.103700
6362 5435 -1.281600
6361 2634 -0.313700
6360 7267 1.663400
6358 3669 -0.375100
6354 2136 -0.900000
6353 1144 -1.462300
6347 5819 1.221400
6346 5896 0.310100
6346 1677 0.279000
6344 4666 -0.491900
6344 284 -0.808400
6340 5776 0.250200
6339 9530 0.579400
6339 9524 -2.413800
6339 8757 0.998300
6339 2706 0.280000
6338 9339 0.508700
6337 3163 -1.022100
6337 1485 -0.652800
6336 9447 1.080300
6335 1129 -0.915400
6335 593 0.625800
6334 218 0.109200
6331 7634 -1.460300
6330 5318 1.456300
6328 2298 0.577000
6327 4299 -1.409500
6326 6512 -0.177500
6325 4494 -1.347700
6322 4612 -0.305700
6322 124 -0.150700
6321 3476 0.358200
6320 9380 -0.062100
6320 4030 -0.323100
6319 2671 1.377000
6318 5462 1.006500
6316 3593 -1.500200
6314 4255 -0.559300
6312 3824 1.915700
6311 6497 1.770600
6310 537 1.331600
6307 5785 -0.060000
6307 1622 0.424000
6306 9511 -0.777000
6305 9630 -0.852400
6305 3471 1.110800
6304 7463 -0.666500
6304 5590 -0.009900
6304 4964 -0.396200
6304 3541 0.303600
6304 2120 -0.470600
6304 1995 0.062200
6302 5698 0.411800
6302 3780 2.072900
6302 515 -0.005100
6301 6260 1.548400
6300 1375 -1.164100
6299 9827 0.118200
6299 5597 -0.717900
6299 4064 0.683200
6298 7972 0.351200
6296 5579 -1.272700
6295 1851 1.679600
6294 7892 -1.482300
6293 3988 -0.890800
6292 15 1.370500
6292 6 -0.209700
6291 6895 0.435500
6289 7325 -0.624200
6289 6036 0.892300
6287 2736 1.951400
6286 4071 -0.105600
6283 9940 2.025700
6283 2639 0.100000
6282 9763 0.251400
6280 4880 0.647800
6279 8636 -0.363300
6277 9347 0.519700
6276 7456 0.445500
6275 9778 1.680800
6274 9341 1.057700
6274 6575 0.607500
6274 2271 1.109100
6271 169 2.129700
6270 9614 2.253500
6269 9376 -0.285200
6267 7516 -0.498300
6267 3545 -0.911300
6266 789 -1.055500
6265 1122 -0.892200
6264 5629 0.027000
6263 9614 0.303700
6263 5442 0.717700
6261 8271 0.244800
6261 1163 1.444700
6260 8190 2.179200
6258 775 -0.116900
6257 9186 -0.725000
6256 1858 0.234700
6255 6834 -1.278100
6254 3853 -0.416600
6253 961 1.022300
6252 8208 0.339800
6251 6565 -0.439400
6251 4699 1.236000
6251 2475 0.865200
6250 2868 0.921600
6250 1288 0.323100
6248 9543 1.246200
6248 2643 0.183700
6247 2310 0.880700
6245 350 0.316600
6242 5811 -0.247600
6242 2794 -1.251100
6241 1568 -1.051900
6241 849 -0.290500
6239 4730 -0.430700
6236 9408 -0.541600
6236 4389 0.390800
6233 2222 -1.431500
6230 9738 1.774500
6228 9978 2.138200
6228 4000 1.481000
6227 2265 0.234200
6226 7833 0.453900
6224 9291 -0.560000
6222 6139 -0.898000
6220 4386 0.568300
6219 8286 1.497300
6219 4555 1.042000
6219 1547 0.940700
6218 8736 0.012800
6218 7508 1.769100
6214 9766 -0.153400
6214 8712 0.764300
6213 1658 -0.625200
6212 7556 -0.262300
6212 6933 -0.826600
6211 4093 -0.660100
6210 2102 -0.745400
6205 7954 0.955100
6203 332 0.601400
6201 7147 -0.675600
6200 7277 -0.063600
6199 4732 0.952300
6199 509 -0.606300
6198 2015 -0.013300
6197 986 0.219600
6196 8879 -0.765100
6195 7077 -2.718300
6194 3475 -0.408800
6193 4220 -1.802500
6193 166 0.080000
6193 56 0.024700
6192 9025 0.605500
6191 7828 -0.282800
6189 8771 -2.130800
6188 4927 -1.064900
6187 2506 0.916400
6186 7393 0.849200
6182 8801 1.292300
6180 7402 -0.766000
6180 6292 1.019300
6180 3992 -0.290000
6179 4817 1.804100
6179 1227 -1.025800
6178 6884 -0.585700
6178 6331 -1.163400
6178 3144 0.474600
6177 9635 -0.848400
6176 703 -0.366500
6176 393 -0.202100
6174 3555 -1.522600
6174 2009 -0.313900
6173 1104 -0.049200
6171 2375 1.887900
6171 1532 -1.609300
6168 1013 0.565300
6166 8456 0.633600
6166 7831 -1.342300
6164 9099 1.107100
6163 226 0.537800
6162 2268 -0.891800
6160 4794 -0.493700
6159 2699 -0.579500
6159 2282 0.987000
6157 2153 -2.068800
6156 5620 -0.620400
6156 2474 1.249600
6156 125 0.974200
6153 5048 0.111300
6152 6158 -1.174600
6152 5359 1.197400
6148 1713 -1.959300
6148 751 -0.333400
6147 1934 0.740800
6147 1608 -0.591600
6146 4617 -1.053700
6145 6823 -1.361700
6144 6544 1.533300
6144 2366 -0.405900
6144 920 0.828300
6142 7131 0.461700
6141 8717 -0.297100
6141 4755 -0.011500
6140 3537 1.448100
6140 532 -0.047400
6137 2880 1.126000
6135 4084 0.697000
6134 1383 0.014100
6133 2992 -0.990200
6131 9347 -0.616500
6130 1088 -0.031000
6128 3106 1.061900
6127 2390 -0.257100
6127 290 0.335200
6126 9310 0.541900
6126 1702 -0.284500
6126 1429 -0.223100
6126 138 -0.307600
6125 9855 -0.557200
6125 1330 1.275400
6124 8757 0.355700
6124 668 0.516800
6124 466 0.257100
6123 4060 -0.297500
6122 8843 0.668700
6119 3901 -0.826400
6117 8105 0.832000
6117 7727 0.626900
6115 1705 0.230700
6114 5889 -0.707500
6114 5569 0.409600
6114 4072 -0.156000
6113 7410 -1.665400
6113 7201 0.485500
6113 4783 -0.248300
6112 5737 2.477100
6111 6146 0.115200
6111 563 0.781900
6107 9538 -0.479600
6107 9434 -2.002800
6107 7312 0.025500
6107 1914 1.312000
6105 1353 -0.793900
6104 7702 -0.387000
6104 6865 0.350900
6102 955 -0.110100
6101 7602 -1.043700
6101 7252 -0.927400
6101 2605 0.741200
6101 1045 -0.007100
6100 9871 0.401200
6098 2568 -0.064100
6096 4761 1.386400
6095 917 0.166800
6095 272 -0.060500
6092 9829 -1.319000
6092 8140 -0.702100
6092 5009 0.400700
6092 2700 -0.629900
6092 2589 -1.178800
6088 6642 -1.788100
6088 5275 -0.248000
6088 831 -0.584300
6087 9132 0.446400
6087 8402 -1.513100
6087 6584 0.778900
6087 3047 -0.481900
6086 6148 0.825200
6084 9991 -1.844800
6084 8975 0.479100
6084 8645 -0.276100
6084 1127 1.408600
6082 3896 0.356100
6081 7976 -0.172000
6081 5873 -0.772100
6078 8618 1.334700
6077 570 0.642000
6076 8948 -1.006600
6074 2156 -0.094400
6073 9428 0.084000
6072 6517 -0.059200
6072 4336 0.083800
6071 1165 -1.468900
6069 1747 0.678800
6068 8440 -0.736900
6067 9321 -0.044100
6067 3241 0.707100
6066 2882 -0.569300
6066 246 0.611300
6065 8655 0.351800
6065 6845 -0.518000
6064 2912 1.012200
6063 9672 0.951400
6063 7255 1.584300
6063 3206 0.394000
6062 8377 0.149400
6062 3340 -0.563900
6062 2325 -0.817200
6061 8943 -0.563500
6060 5268 -0.915000
6060 1651 0.274500
6059 9992 0.715400
6057 4549 0.134000
6057 3640 0.814100
6055 2248 -0.431200
6053 9858 0.181200
6052 6698 -0.334400
6049 5750 1.238000
6048 70 0.827800
6046 7637 0.122900
6044 5444 -0.061800
6043 7016 0.685200
6042 4536 1.444200
6041 8258 -1.892300
6040 4611 -0.302300
6035 7493 -0.737200
6035 4280 0.985400
6034 3992 1.067700
6034 1862 -0.866400
6034 90 -1.091400
6033 7993 -1.318700
6032 9326 0.011500
6031 3638 1.031100
6030 2453 -0.632900
6029 2677 0.259100
6029 565 -0.588000
6027 5897 -0.865400
6026 2012 -0.143000
6025 9889 -0.523200
6025 8320 -0.324100
6024 5692 -1.079600
6022 2146 -0.317500
6020 1577 1.015800
6019 7139 0.526900
6019 3535 -1.871100
6018 71 0.687400
6012 8640 -0.200200
6012 2239 -1.208700
6012 1457 0.465200
6009 7457 -0.502200
6009 6354 1.552600
6009 3710 -1.231700
6008 3762 -0.599800
6006 930 0.824800
6005 6156 -1.673500
6003 8257 0.660200
6003 5817 0.354800
6003 3996 -1.356800
5998 4773 -1.341900
5998 1099 0.934300
5996 3943 0.203900
5996 1478 0.765100
5995 3801 1.308400
5994 9879 -1.014500
5992 3686 1.533200
5991 910 -0.885200
5989 7596 2.078400
5988 8554 0.548700
5986 3361 -1.232200
5985 9578 -0.460800
5983 3210 1.313100
5982 7372 0.084900
5982 4164 -1.132900
5982 1930 0.345500
5981 8530 -0.590300
5980 8865 1.127900
5979 1724 -0.888100
5979 1501 0.413700
5979 920 -0.552600
5976 6101 0.995300
5975 2643 0.251900
5975 1253 -2.276600
5974 5374 -0.323600
5974 3307 -0.768900
5973 5561 0.315700
5971 4656 -0.400800
5971 1377 -0.011600
5969 3130 -1.009000
5967 9960 -2.093000
5965 699 -0.257100
5965 548 1.122100
5964 4321 -0.108800
5963 3851 1.247900
5963 1897 2.407500
5962 9878 1.962900
5962 2822 0.208900
5960 6748 -0.166500
5958 5988 0.724500
5958 4369 -0.982400
5957 824 -0.925700
5956 6587 -0.391300
5955 9889 -0.649400
5954 2041 -0.164500
5950 5681 -0.049600
5950 3821 -0.792700
5948 7279 1.580100
5947 9806 -0.268600
5944 7074 -2.028200
5944 3184 0.265500
5944 347 0.103100
5943 3151 -0.895600
5942 9756 0.082200
5942 4980 -0.415500
5942 3879 0.873700
5940 2027 2.670600
5939 2072 2.655500
5938 6535 -1.313000
5937 9230 -0.495300
5936 6228 0.889300
5936 3192 0.673000
5934 2434 1.115800
5933 8930 -0.045900
5933 7927 0.104100
5933 971 -0.403900
5932 3594 1.753600
5932 2029 -0.414500
5929 9761 0.087500
5927 7886 0.084100
5926 2060 -2.743100
5924 9350 -0.952300
5924 5482 -0.760900
5924 2390 -0.161600
5924 236 1.311700
5923 7698 -0.001300
5921 8996 -1.094400
5921 2232 0.366600
5919 8412 -0.381900
5919 5784 0.127900
5919 753 0.743400
5918 4865 0.878700
5917 9375 -1.010200
5916 4813 1.794300
5914 4297 -0.251600
5913 4671 -1.149400
5912 3559 -0.941700
5911 3679 -0.247200
5910 4740 0.596100
5908 6501 0.759100
5908 4760 0.718700
5907 3900 0.143900
5907 1963 0.525500
5906 9429 -1.561200
5906 3076 -0.394800
5906 2182 -0.403700
5905 9744 -2.001800
5905 8731 -0.929600
5905 5150 0.920000
5905 996 0.261600
5903 8550 -0.309800
5903 2415 -0.445100
5902 1447 -0.420800
5902 1388 0.462300
5901 5052 -1.101000
5899 9077 -0.803500
5898 7976 1.558500
5897 5529 -1.875500
5896 4119 -0.209100
5895 9953 -0.112600
5894 324 1.707100
5893 9101 0.372500
5893 8623 -0.692500
5891 111 0.132000
5889 1506 0.298300
5886 8028 1.281700
5885 9809 0.767600
5885 1069 2.078500
5885 963 1.732600
5883 9605 -0.198400
5882 8066 -0.373400
5881 6862 0.083000
5881 2699 0.028800
5880 1990 -1.101500
5879 6296 -1.073200
5879 2048 -1.846900
5875 2154 -0.387200
5874 5018 1.143800
5874 3914 -0.416400
5874 312 0.273600
5873 9797 -2.318100
5872 7630 -0.097400
5871 7106 -0.173000
5869 5115 -0.687200
5868 9308 -0.682900
5868 3391 -0.815200
5866 9409 0.454400
5866 7379 -0.167300
5865 9752 0.820200
5865 5595 0.488900
5863 8479 0.243700
5860 2075 -0.172200
5860 521 -0.432600
5859 8284 -0.115200
5857 7226 0.023300
5856 5890 1.883800
5856 930 1.578600
5855 3908 -0.104800
5855 1451 -1.006700
5855 109 0.034600
5854 6950 -0.279000
5854 1994 -1.918700
5854 363 0.293400
5853 669 0.001600
5851 7934 -1.082600
5851 4575 -0.499100
5851 2005 0.269500
5848 4125 -0.292500
5844 3953 2.178000
5844 2469 -0.208200
5843 3988 1.138000
5843 716 -0.199900
5843 298 0.776800
5842 8295 0.561900
5842 322 0.278000
5841 1670 -1.950800
5840 4734 0.593100
5840 826 1.289700
5840 753 -1.018200
5839 8198 1.212000
5839 2384 0.322200
5838 3716 0.164500
5838 1518 0.368200
5837 8173 -1.457000
5836 4849 0.795000
5836 824 -1.316000
5835 7835 -0.170400
5835 5187 0.402500
5835 3166 0.289600
5834 9950 -0.280000
5834 3585 0.188300
5830 9811 1.802600
5830 4061 1.673500
5829 5976 1.007400
5827 7205 -1.457700
5827 664 -0.185400
5826 8840 -0.397600
5826 5383 -2.259700
5826 3965 2.097100
5822 5957 -0.805100
5822 4362 -0.025700
5822 1914 0.352500
5821 9602 -1.834200
5821 9387 1.928400
5821 9248 1.169700
5821 3616 1.184300
5820 9907 -0.035800
5820 3423 0.042600
5819 9364 0.962900
5819 7217 -0.389600
5818 5663 0.512200
5818 3432 1.852100
5817 6282 0.038200
5817 5145 -0.273300
5816 5017 0.162700
5816 908 -0.394800
5815 8259 0.150000
5815 8171 -0.769400
5814 9106 -2.263400
5814 6700 -0.916900
5813 6381 -1.248400
5812 9631 -0.844800
5812 8735 -0.231900
5810 2512 0.517000
5809 6716 -0.029600
5808 7052 0.061900
5805 8396 0.119300
5805 4332 -0.563800
5804 7989 1.033900
5804 6318 -1.204600
5803 3842 -2.576300
5803 1133 1.521300
5802 8172 0.053400
5800 9876 -1.641700
5799 9809 0.177500
5798 6427 -0.747000
5797 1342 -2.300000
5795 2488 -0.738000
5795 1352 -1.230200
5793 911 0.364700
5790 9237 0.098800
5790 8679 -1.189400
5789 9074 -2.711800
5788 8908 1.030200
5788 8608 -0.702700
5788 1441 -0.050900
5785 5515 0.530600
5785 4808 -0.839200
5780 5104 0.194400
5779 3986 -0.767900
5779 3165 0.455200
5777 5946 1.231300
5775 8507 -0.443600
5775 4578 -0.232100
5771 4819 -0.964700
5771 4318 0.184200
5771 4183 1.314300
5771 1452 -1.080500
5771 457 -0.783400
5770 8856 0.795800
5769 4128 0.619500
5768 4070 -0.603400
5767 6493 -0.578800
5764 5503 0.234400
5764 4651 0.721900
5763 8225 1.402800
5763 4876 -0.175300
5762 6325 0.633200
5760 5317 -0.138100
5758 9464 -0.407000
5757 3212 -0.268200
5756 9656 0.560500
5754 3613 2.839600
5754 3490 -0.655800
5753 4019 -0.045600
5752 7829 2.297900
5752 7096 2.532500
5752 6908 -0.598200
5751 7751 0.834300
5749 8588 -0.009000
5748 4695 0.621000
5748 223 2.043800
5747 834 1.637300
5745 8356 1.248600
5745 5441 0.636300
5742 7558 -0.159400
5742 6849 -0.426800
5741 7687 1.169500
5739 3444 -2.202000
5739 477 -0.299900
5738 9339 1.088800
5734 9575 0.463800
5734 1868 -0.503900
5733 7441 0.042400
5733 4249 -0.938300
5733 212 -0.459200
5732 4120 1.925300
5730 3749 0.337000
5730 3505 1.175700
5729 5716 -0.760100
5729 4307 0.766100
5727 9699 -1.421800
5722 3012 0.539900
5720 7359 1.531400
5720 4226 0.343000
5719 8540 0.400900
5719 6579 0.386300
5718 696 0.357200
5716 1221 -0.246700
5715 1340 1.462200
5714 6266 -0.083600
5714 4155 -0.686600
5714 418 -0.516100
5712 2788 -0.114100
5710 5169 -1.132500
5710 739 1.385800
5709 2750 2.238300
5707 3976 0.122900
5706 8962 -0.493300
5706 6621 1.145000
5703 543 0.157400
5699 7745 -0.744700
5697 8024 0.181000
5697 1606 -1.107100
5696 3616 -0.858100
5695 9056 0.139200
5694 1585 1.170000
5693 4152 1.082700
5692 7428 0.698800
5692 5672 -0.492000
5692 2371 1.935000
5689 9457 0.589300
5687 5566 -0.786400
5687 4440 0.498700
5686 728 -0.431200
5684 6342 -0.727100
5681 1474 0.752600
5681 139 0.757700
5676 8250 1.835700
5675 7250 -2.135200
5675 215 -0.328900
5674 3774 0.398600
5673 8465 0.213400
5672 276 0.137200
5671 4849 -0.196000
5670 8133 1.058500
5670 78 0.027500
5669 3217 1.903200
5669 3174 0.052100
5669 228 -0.814800
5667 9058 -0.516700
5666 8802 0.090300
5666 8603 -1.561700
5664 8758 -0.119200
5660 9650 0.838000
5659 9618 0.407000
5659 6907 1.245100
5658 9750 -0.591500
5658 8310 -0.864500
5658 6725 0.481600
5658 5703 1.400400
5658 5360 0.831600
5658 1876 -1.011100
5656 2586 -0.482100
5655 6455 -1.374900
5655 2999 1.216800
5655 2295 -1.160100
5654 1713 -0.692800
5653 7373 -1.143800
5653 7085 1.106400
5651 4130 -0.027200
5651 1848 1.153800
5648 9005 -0.616900
5647 9261 1.268800
5647 4664 -1.485500
5643 9889 1.590500
5643 3148 0.448900
5640 9654 0.918100
5640 6570 0.145500
5640 5589 -1.331100
5640 3747 1.451200
5640 2596 -1.449500
5640 547 -0.575100
5639 4430 -0.961200
5638 4358 0.056100
5637 4300 -0.138500
5637 2475 1.086600
5636 1953 -1.329000
5635 5572 -1.144300
5634 3330 1.325600
5633 7876 0.212700
5633 5264 -1.422100
5631 7813 0.301200
5631 5509 0.366400
5631 1763 -1.490300
5629 7989 -1.548000
5629 7293 -0.131700
5629 4780 0.237900
5629 1163 1.643700
5628 6183 -0.120000
5628 780 -0.187600
5626 3849 -1.658700
5625 3200 0.000200
5625 2357 -0.025400
5624 9515 -1.077100
5624 8569 2.042500
5623 9858 0.869000
5623 4310 0.506200
5622 2725 0.615900
5621 24 0.252100
5620 6628 1.260200
5620 6505 0.317200
5618 1382 0.567000
5618 379 -0.584100
5615 5569 1.490400
5614 9941 0.886000
5613 9941 -2.075300
5613 9251 0.370000
5611 5537 1.147800
5611 4576 -1.665400
5609 5021 1.812600
5608 6264 -0.990400
5608 3561 -2.057600
5607 8051 1.609200
5604 1250 -1.924300
5603 2935 -0.931500
5600 9004 -1.133300
5600 7269 -0.871400
5600 3162 1.269300
5600 2632 -0.146000
5599 9325 0.737400
5597 8959 1.546600
5597 7346 -0.161000
5596 1967 -1.233900
5589 9094 -0.305200
5589 6675 -0.656500
5588 8774 -0.200500
5588 7919 -0.601500
5588 4828 -1.046100
5587 3945 -0.528700
5586 4069 -0.426400
5584 9743 0.407000
5584 7083 0.523300
5580 9500 -0.119300
5579 1336 0.557700
5578 1575 -0.662200
5577 5750 1.930400
5576 4569 -0.026000
5575 9813 -2.004200
5575 8419 0.190000
5575 5634 1.103000
5572 2013 1.265800
5572 33 -1.013600
5571 1662 -1.295200
5569 8449 -0.437800
5569 6523 1.034100
5567 2801 -1.060800
5564 8436 -2.344200
5564 2213 0.982600
5561 1097 0.050200
5560 6140 -0.109600
5558 7384 -0.807400
5558 1098 -0.873400
5557 6391 0.910600
5557 216 -0.441000
5557 146 -0.081200
5555 6066 0.371500
5554 7315 -0.638400
5553 6480 0.929900
5553 2753 -0.031000
5552 158 0.271100
5550 9733 -1.439100
5549 5308 0.899000
5549 5059 -1.613400
5549 4376 -0.814800
5548 6054 -0.333100
5548 2561 -0.454800
5548 394 0.084200
5547 5146 0.762400
5547 2498 -0.798800
5545 7456 0.796800
5541 8085 -0.637700
5540 3661 -2.554800
5540 816 0.085200
5539 1755 1.336000
5539 1030 1.234000
5538 7451 1.074800
5538 1138 -0.290100
5538 755 -0.706400
5537 3651 0.292800
5536 47 0.540100
5534 7807 1.061300
5534 6690 1.832100
5534 6258 -1.788500
5534 4560 -0.018100
5534 2521 0.276700
5534 18 -1.255900
5533 6959 0.187000
5531 122 0.486800
5530 6621 -0.499300
5530 4822 2.288800
5528 9770 1.831500
5527 6658 -0.252600
5527 4503 -0.119500
5527 1577 0.614900
5525 7682 0.067900
5525 1307 -1.037900
5522 7150 0.579800
5522 5899 1.704000
5522 3843 -1.231700
5520 1250 0.310200
5516 2813 -0.953100
5514 4420 -0.267900
5511 4836 1.675000
5511 1724 -0.448900
5509 2015 1.198800
5506 3267 0.385600
5503 5645 1.391400
5501 4682 0.971800
5501 1182 -1.643600
5500 2051 0.123600
5500 1496 -0.390200
5498 762 -1.008700
5496 8092 -0.841600
5494 8265 0.051100
5494 3083 0.015400
5492 8546 -0.094100
5492 5556 -0.612800
5491 2003 -0.751700
5489 6894 0.257600
5486 2686 -0.487400
5485 4040 1.275200
5484 1916 -1.420400
5483 210 -1.566200
5482 6247 -0.714900
5481 1660 0.251800
5480 7992 -1.664200
5479 6638 0.321000
5477 2607 0.549900
5474 9771 0.168800
5472 8838 0.021900
5472 2763 -1.281400
5471 2492 -0.730400
5469 2201 1.613300
5468 1796 -0.462400
5466 4962 1.363500
5466 810 0.096500
5463 3906 1.264200
5459 8258 -1.321200
5459 5210 0.358000
5458 6449 -0.609100
5457 4139 -0.483200
5455 8698 1.704500
5454 5693 -0.050500
5453 8668 3.525800
5453 5710 -0.970900
5452 9438 -0.526100
5452 1845 0.368100
5450 1574 -0.803200
5449 9122 0.932700
5448 9216 0.615200
5448 6862 1.622300
5446 8913 0.699100
5444 1989 -0.750700
5443 1475 -0.900100
5442 3657 -0.765800
5442 2039 0.942100
5440 223 -0.343000
5439 9375 -0.342300
5436 7089 -1.140100
5436 6747 -0.680300
5436 1278 0.452700
5434 4614 -0.599500
5432 8334 0.064000
5432 3372 1.031100
5432 1330 0.527600
5431 701 -1.155400
5429 1283 0.362300
5428 1144 -1.059000
5427 8577 -1.511100
5426 3051 0.672000
5425 9425 0.031200
5424 2501 1.049200
5421 7428 1.034300
5421 1994 -0.570100
5421 2 -1.184300
5419 6879 -0.363400
5418 9455 1.573400
5417 9083 -1.043200
5417 7116 -0.154200
5417 3304 1.372500
5417 2256 0.410900
5413 5067 1.554100
5412 1775 0.332500
5411 5466 0.227500
5409 8686 -1.362800
5409 7338 -0.134800
5409 3700 1.251700
5407 2354 -1.078700
5407 1255 -0.730300
5406 7782 -0.199200
5405 9853 -0.507000
5403 1644 0.449500
5400 9514 -0.392100
5399 3803 0.639600
5399 574 1.025800
5398 3531 0.176400
5396 4317 -0.260600
5393 7754 -1.799000
5393 3752 1.257200
5393 825 -2.051300
5392 7906 0.624800
5390 2048 1.259400
5389 8894 0.501300
5388 7000 0.101100
5388 2067 -1.033100
5387 8754 -0.958100
5387 6507 0.734500
5387 16 -1.429300
5385 9422 -2.414900
5385 201 -0.824700
5383 296 -0.698300
5380 9920 -1.984400
5377 1716 0.988900
5375 3012 -1.436900
5374 6194 0.499800
5374 4923 0.914200
5372 354 -1.283900
5370 5263 2.028500
5369 3288 -0.737400
5368 4153 1.231200
5367 9948 2.088500
5365 527 0.873100
5364 3841 0.444100
5364 2203 -0.497700
5363 9119 0.452600
5363 6643 -1.229800
5363 6033 -0.359500
5363 3921 -0.547000
5363 3915 -0.910700
5359 4343 -0.147100
5357 4360 0.154700
5356 7650 -0.309100
5356 1514 -1.568300
5353 9989 -0.659400
5350 8788 -0.278900
5347 2825 0.909300
5346 3767 1.240900
5346 2799 -1.156100
5342 3133 1.484800
5341 602 0.041700
5340 7998 -0.066000
5339 9831 -1.402800
5339 7945 -0.045200
5339 3779 -0.724300
5338 3822 0.518100
5335 5275 -0.770800
5333 7971 0.059200
5332 6368 -0.536600
5331 4518 -1.072900
5331 3714 -0.947600
5330 1880 0.680200
5329 7349 -2.863800
5327 6781 0.288400
5327 1943 0.284900
5326 484 -0.135900
5323 7778 -0.162300
5322 6355 0.440800
5322 4019 1.737800
5322 3910 -0.170400
5321 8412 1.152000
5321 7118 -1.033100
5319 797 -0.272100
5317 8876 0.366200
5316 1723 1.018800
5315 4029 0.875600
5315 3862 0.539700
5315 2163 -0.150900
5314 5833 0.190200
5314 4859 0.458100
5314 3048 -1.312700
5312 2787 1.610600
5312 143 1.255500
5310 1374 0.405100
5308 4074 -0.760900
5308 889 2.120600
5308 351 -0.622600
5307 5304 -0.782000
5300 3935 -0.432200
5300 3385 -1.970300
5299 3391 -1.153200
5299 132 -1.545600
5298 3610 -0.125700
5295 7153 1.040700
5295 1722 0.619500
5293 9400 0.036300
5293 9060 -1.324700
5292 9585 1.464800
5291 9975 -1.262100
5291 7057 0.919800
5290 8035 -0.174100
5290 6040 -1.796400
5290 2023 -1.149600
5289 8723 0.175900
5289 3271 0.652700
5289 739 -1.630500
5288 3570 0.545400
5288 645 -0.507000
5286 238 0.253700
5285 4393 -1.621000
5285 28 -0.905100
5284 4579 0.202200
5284 879 -0.757200
5283 729 1.202200
